"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Geschlecht, Zivilstand und Altersklasse"

"Jahr"	"Kanton (-) / Bezirk (>>) / Gemeinde (......)"	"Bevölkerungstyp"	"Geschlecht"	"Zivilstand"	"Altersklasse - Total"	"20-24 Jahre"	"25-29 Jahre"	"30-34 Jahre"	"35-39 Jahre"
"2015"	"......0004 Hausen am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1790	77	74	107	117
"2015"	"......0004 Hausen am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	703	74	59	48	34
"2015"	"......0004 Hausen am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	111	0	0	0	1
"2015"	"......0004 Hausen am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	183	0	1	6	8
"2015"	"......0005 Hedingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1816	110	92	92	111
"2015"	"......0005 Hedingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	735	102	70	33	24
"2015"	"......0005 Hedingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	77	0	0	0	0
"2015"	"......0005 Hedingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	168	0	0	2	5
"2015"	"......0006 Kappel am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	521	17	24	21	49
"2015"	"......0006 Kappel am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	219	16	20	9	8
"2015"	"......0006 Kappel am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	29	0	0	0	0
"2015"	"......0006 Kappel am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	43	0	0	0	3
"2015"	"......0007 Knonau"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1034	60	43	48	83
"2015"	"......0007 Knonau"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	400	58	32	16	14
"2015"	"......0007 Knonau"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	54	0	0	0	0
"2015"	"......0007 Knonau"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	98	0	0	1	3
"2015"	"......0008 Maschwanden"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	308	19	14	21	26
"2015"	"......0008 Maschwanden"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	132	16	8	5	8
"2015"	"......0008 Maschwanden"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	20	0	0	2	0
"2015"	"......0008 Maschwanden"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	20	0	0	1	0
"2015"	"......0009 Mettmenstetten"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	2313	115	144	123	152
"2015"	"......0009 Mettmenstetten"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	951	106	108	51	41
"2015"	"......0009 Mettmenstetten"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	101	0	0	0	0
"2015"	"......0009 Mettmenstetten"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	196	0	1	4	8
"2015"	"......0010 Obfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	2508	134	137	150	168
"2015"	"......0010 Obfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	974	117	78	59	38
"2015"	"......0010 Obfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	155	0	0	0	1
"2015"	"......0010 Obfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	186	2	5	3	6
"2015"	"......0011 Ottenbach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1301	68	67	69	91
"2015"	"......0011 Ottenbach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	491	67	55	28	24
"2015"	"......0011 Ottenbach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	70	0	0	0	1
"2015"	"......0011 Ottenbach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	138	0	2	8	5
"2015"	"......0012 Rifferswil"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	559	22	17	26	40
"2015"	"......0012 Rifferswil"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	232	22	13	9	2
"2015"	"......0012 Rifferswil"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	31	0	0	0	0
"2015"	"......0012 Rifferswil"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	53	0	0	0	1
"2015"	"......0013 Stallikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1709	62	80	94	148
"2015"	"......0013 Stallikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	657	60	56	39	32
"2015"	"......0013 Stallikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	77	0	0	0	0
"2015"	"......0013 Stallikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	154	0	0	7	12
"2015"	"......0014 Wettswil am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	2504	101	94	138	202
"2015"	"......0014 Wettswil am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	930	94	64	55	49
"2015"	"......0014 Wettswil am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	157	0	1	0	0
"2015"	"......0014 Wettswil am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	215	0	0	4	13
"2015"	"......0021 Adlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	340	12	21	29	21
"2015"	"......0021 Adlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	138	11	13	11	5
"2015"	"......0021 Adlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	20	0	0	0	0
"2015"	"......0021 Adlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	24	0	1	0	1
"2015"	"......0022 Benken (ZH)"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	423	22	24	21	27
"2015"	"......0022 Benken (ZH)"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	157	18	18	9	7
"2015"	"......0022 Benken (ZH)"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	32	0	0	0	0
"2015"	"......0022 Benken (ZH)"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	50	0	0	4	3
"2015"	"......0023 Berg am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	282	15	14	7	19
"2015"	"......0023 Berg am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	100	15	10	5	6
"2015"	"......0023 Berg am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	16	0	0	0	0
"2015"	"......0023 Berg am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	22	0	0	0	0
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	494	30	13	40	36
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	215	30	8	15	10
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	19	0	0	0	0
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	40	0	0	1	3
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	984	55	44	46	55
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	362	54	32	14	12
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	60	0	0	0	0
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	76	0	0	0	2
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	312	27	10	20	13
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	116	27	6	7	3
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	13	0	0	0	0
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	16	0	0	1	0
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1788	87	103	145	129
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	696	80	66	56	37
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	150	0	0	0	0
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	156	0	3	4	5
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	669	37	40	38	34
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	268	37	26	19	8
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	58	0	0	0	0
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	35	0	2	0	2
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	709	32	34	37	42
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	282	31	30	22	14
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	54	0	0	0	0
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	55	0	0	0	2
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1105	67	58	78	72
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	457	58	41	29	12
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	70	0	0	0	1
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	81	0	2	1	4
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1176	61	58	59	77
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	480	58	43	24	14
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	61	0	0	0	0
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	86	0	2	0	3
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	254	16	13	9	15
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	96	16	11	5	2
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	14	0	0	0	0
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	16	0	0	1	0
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1046	50	49	57	79
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	404	46	38	19	18
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	70	0	0	0	2
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	93	0	0	0	4
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	817	34	32	27	51
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	286	33	27	10	8
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	68	0	0	0	0
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	66	0	0	0	4
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	984	65	68	54	68
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	385	60	44	29	13
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	64	0	0	0	0
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	89	0	2	2	2
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	588	23	22	35	32
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	218	22	17	10	6
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	50	0	0	0	0
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	47	0	1	0	1
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	700	37	39	37	36
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	263	30	28	17	11
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	46	0	0	1	0
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	66	0	0	2	3
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	667	35	31	28	37
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	232	34	25	10	15
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	62	0	0	0	0
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	74	0	0	0	4
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	437	18	24	24	27
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	175	16	21	12	7
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	21	0	0	0	0
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	44	1	0	3	2
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	482	19	30	26	28
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	163	17	23	10	9
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	32	0	0	0	0
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	44	0	0	1	2
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	246	14	7	6	14
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	96	12	3	2	3
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	18	0	0	0	0
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	19	0	0	0	1
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	462	24	17	22	30
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	188	23	12	10	5
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	37	0	0	0	0
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	34	0	0	2	2
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	164	7	10	9	11
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	65	5	5	4	2
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	10	0	0	0	0
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	8	0	0	0	0
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	342	21	17	13	16
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	109	20	10	3	2
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	30	0	0	0	0
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	36	0	0	3	1
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	2024	108	91	126	169
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	760	96	58	48	34
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	140	0	0	0	3
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	202	0	2	7	17
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	5765	306	365	414	532
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	2304	274	226	161	138
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	308	0	0	0	4
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	544	0	8	24	38
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	9819	612	753	825	744
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	3970	539	473	324	181
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	647	0	0	4	1
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1015	2	21	29	70
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	3871	198	264	286	273
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1491	180	187	104	75
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	292	0	0	0	1
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	379	0	5	10	17
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	2481	117	127	189	193
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	973	109	74	57	40
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	137	0	0	0	0
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	181	0	1	5	11
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	4504	242	276	322	337
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1720	207	167	103	80
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	280	0	0	0	3
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	456	1	14	23	28
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1131	61	43	65	67
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	420	61	33	21	13
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	53	0	0	0	1
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	99	0	0	3	5
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	2467	150	134	185	186
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1006	128	86	86	35
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	144	0	0	0	0
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	229	1	1	10	12
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1011	51	46	52	67
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	392	44	34	20	17
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	52	0	0	0	0
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	77	0	0	1	4
"2015"	"......0060 Höri"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1274	64	94	75	92
