"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Geschlecht, Zivilstand und Altersklasse"

"Jahr"	"Kanton (-) / Bezirk (>>) / Gemeinde (......)"	"Bevölkerungstyp"	"Geschlecht"	"Zivilstand"	"90-94 Jahre"	"95-99 Jahre"	"100 Jahre und mehr"
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	3	2	0
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	2	0
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	0	0	0
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	17	4	1
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1	0	0
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	15	4	1
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	9	0	0
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	7	0	0
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	2	2	0
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	2	0
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	3	0	0
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	0	0
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	5	2	0
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	2	0
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1	2	0
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	2	0
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	3	3	0
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1	0	0
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	3	0
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	7	1	0
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1	0	0
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	6	1	0
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	9	0	0
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	2	0	0
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	6	0	0
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	0	0
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	6	1	0
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1	0	0
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	5	1	0
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	3	0	0
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	0	0
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	9	3	0
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1	0	0
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	7	3	0
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	4	1	0
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	1	0
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	5	2	0
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	2	0
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	0	0
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1	1	0
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	1	0
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	5	1	0
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1	0	0
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	1	0
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1	0	0
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	0
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	0	1	0
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	0
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	6	2	1
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	1	0
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	1	0
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	0	1
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	27	5	0
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1	0	0
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	22	5	0
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	0	0
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	53	11	2
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	5	2	0
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	37	9	2
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	3	0	0
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	25	5	1
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1	0	0
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	19	5	1
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	0	0
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	14	3	0
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1	0	0
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	12	3	0
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	23	1	2
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	2	0	0
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	18	1	2
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	0	0
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	3	0	0
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	0	0
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	19	2	0
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1	0	0
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	17	1	0
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	6	2	0
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	2	0
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	0	0
"2015"	"......0060 Höri"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	4	2	0
"2015"	"......0060 Höri"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0
"2015"	"......0060 Höri"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	2	0
"2015"	"......0060 Höri"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0061 Hüntwangen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1	1	0
"2015"	"......0061 Hüntwangen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0
"2015"	"......0061 Hüntwangen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	0
"2015"	"......0061 Hüntwangen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	0	0
"2015"	"......0062 Kloten"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	64	19	1
"2015"	"......0062 Kloten"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	2	3	0
"2015"	"......0062 Kloten"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	46	11	1
"2015"	"......0062 Kloten"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	7	1	0
"2015"	"......0063 Lufingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	5	0	0
"2015"	"......0063 Lufingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0
