"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Geschlecht, Zivilstand und Altersklasse"

"Jahr"	"Kanton (-) / Bezirk (>>) / Gemeinde (......)"	"Bevölkerungstyp"	"Geschlecht"	"Zivilstand"	"40-44 Jahre"	"45-49 Jahre"	"50-54 Jahre"	"55-59 Jahre"	"60-64 Jahre"
"2015"	"......0004 Hausen am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	11	22	38	31	29
"2015"	"......0005 Hedingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	140	187	146	145	102
"2015"	"......0005 Hedingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	12	25	13	10	8
"2015"	"......0005 Hedingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	2	0	5	4
"2015"	"......0005 Hedingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	15	28	33	29	18
"2015"	"......0006 Kappel am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	45	43	53	31	31
"2015"	"......0006 Kappel am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	5	9	6	7	2
"2015"	"......0006 Kappel am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	1	1	4
"2015"	"......0006 Kappel am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	7	8	12	4	2
"2015"	"......0007 Knonau"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	73	104	103	79	56
"2015"	"......0007 Knonau"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	8	17	13	7	3
"2015"	"......0007 Knonau"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	3	3	4
"2015"	"......0007 Knonau"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	8	15	22	11	17
"2015"	"......0008 Maschwanden"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	18	33	25	19	10
"2015"	"......0008 Maschwanden"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	4	7	4	3	1
"2015"	"......0008 Maschwanden"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	0	0
"2015"	"......0008 Maschwanden"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	3	6	4	1
"2015"	"......0009 Mettmenstetten"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	179	193	207	158	161
"2015"	"......0009 Mettmenstetten"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	34	39	26	20	10
"2015"	"......0009 Mettmenstetten"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	5	6	7	5
"2015"	"......0009 Mettmenstetten"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	14	17	37	34	27
"2015"	"......0010 Obfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	184	239	188	151	164
"2015"	"......0010 Obfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	23	34	24	13	10
"2015"	"......0010 Obfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	4	2	4	17
"2015"	"......0010 Obfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	16	23	28	33	25
"2015"	"......0011 Ottenbach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	102	103	129	97	112
"2015"	"......0011 Ottenbach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	20	14	21	8	8
"2015"	"......0011 Ottenbach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	4	4	5	2
"2015"	"......0011 Ottenbach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	15	17	16	21	25
"2015"	"......0012 Rifferswil"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	53	53	36	41	32
"2015"	"......0012 Rifferswil"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	10	7	5	6	3
"2015"	"......0012 Rifferswil"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	2	2	4
"2015"	"......0012 Rifferswil"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	3	9	9	13	7
"2015"	"......0013 Stallikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	151	162	139	130	116
"2015"	"......0013 Stallikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	30	33	17	18	7
"2015"	"......0013 Stallikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	2	2	2	5
"2015"	"......0013 Stallikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	13	20	25	22	24
"2015"	"......0014 Wettswil am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	213	215	180	133	130
"2015"	"......0014 Wettswil am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	28	29	23	7	5
"2015"	"......0014 Wettswil am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	3	4	3	6
"2015"	"......0014 Wettswil am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	23	26	28	28	31
"2015"	"......0021 Adlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	24	24	34	23	20
"2015"	"......0021 Adlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	5	3	6	2	2
"2015"	"......0021 Adlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	1	1	2
"2015"	"......0021 Adlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	6	3	6	1
"2015"	"......0022 Benken (ZH)"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	35	43	47	35	23
"2015"	"......0022 Benken (ZH)"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	11	11	3	3	0
"2015"	"......0022 Benken (ZH)"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	1	1	1
"2015"	"......0022 Benken (ZH)"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	3	6	8	10	6
"2015"	"......0023 Berg am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	26	24	19	31	22
"2015"	"......0023 Berg am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	8	4	3	3	0
"2015"	"......0023 Berg am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	2	0	0
"2015"	"......0023 Berg am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	4	4	4	4	2
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	44	43	39	36	26
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	3	7	5	4	0
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	2	1	1	1
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	5	8	5	7	5
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	73	92	89	70	62
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	9	7	8	5	4
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	3	3	5
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	7	10	16	14	8
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	24	37	33	19	18
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1	3	1	3	1
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	2	1	2
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	2	4	5	2
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	131	134	136	121	82
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	20	18	12	9	3
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	4	6	8
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	17	28	24	18	19
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	42	70	63	41	39
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	8	7	6	3	3
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	1	1	4
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	4	8	8	2	5
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	54	73	71	48	42
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	6	12	10	4	5
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	2	2	3
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	7	6	10	10	10
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	83	88	65	58	54
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	18	10	5	5	7
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	2	2	1	5
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	4	15	7	11	10
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	85	103	99	79	64
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	14	8	12	10	5
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	2	1	5
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	8	11	19	14	9
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	17	24	22	21	12
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	2	3	1	2	0
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	1	3
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	4	3	3	1
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	82	82	97	75	61
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	12	8	12	2	4
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	7	7	4
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	11	13	19	13	9
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	76	69	74	58	53
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	16	12	4	2	3
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	2	4	6
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	6	9	19	8	7
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	58	76	80	81	55
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	9	10	5	6	3
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	6	4	2
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	4	13	15	18	14
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	33	43	50	56	42
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	7	3	6	5	2
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	2	1
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	4	6	11	7	7
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	68	51	61	53	43
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	12	2	1	1	2
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	3	6	3
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	8	13	15	8	6
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	42	62	71	63	53
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	12	4	7	6	2
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	1	2	3
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	5	14	13	8	17
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	32	49	41	36	21
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	5	9	4	10	1
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	0	1
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	3	10	8	5	1
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	32	44	38	41	42
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	3	6	5	7	0
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	0	1	2
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	8	8	11	4
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	17	27	23	19	15
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	4	2	2	1	2
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	1	2	0
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	3	2	3	5
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	31	31	41	35	26
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	7	3	4	2	2
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	1	0	2
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	4	3	8	3	3
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	10	28	15	9	5
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	2	6	0	1	0
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	0	2	1
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	1	2	1	1
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	21	36	36	33	23
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	3	2	1	1	2
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	0	1	3
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	4	7	11	2
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	156	174	130	125	119
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	30	29	22	10	6
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	2	2	9	9
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	32	23	22	32	21
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	478	488	407	361	314
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	83	81	54	29	21
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	5	6	8	9	27
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	70	76	75	77	57
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	675	737	682	574	504
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	132	127	91	48	46
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	6	11	18	29	27
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	86	141	175	138	113
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	276	292	247	251	235
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	50	63	26	26	14
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	3	5	13	19
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	22	39	53	64	53
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	181	192	217	160	146
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	34	20	30	15	9
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	4	7	8
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	8	28	43	32	20
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	344	345	371	281	276
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	59	45	41	15	13
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	7	12	11	20
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	39	57	82	54	61
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	73	114	97	107	79
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	7	16	6	5	9
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	1	5	3
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	8	14	18	22	14
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	214	225	194	157	125
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	38	39	22	15	10
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	2	8	10	8
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	21	43	30	32	36
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	83	100	76	85	66
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	8	16	8	5	1
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	2	6	4
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	6	12	12	14	12
"2015"	"......0060 Höri"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	86	86	107	101	80
"2015"	"......0060 Höri"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	16	11	2	3	9
