"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Geschlecht, Zivilstand und Altersklasse"

"Jahr"	"Kanton (-) / Bezirk (>>) / Gemeinde (......)"	"Bevölkerungstyp"	"Geschlecht"	"Zivilstand"	"65-69 Jahre"	"70-74 Jahre"	"75-79 Jahre"	"80-84 Jahre"	"85-89 Jahre"
"2015"	"......0010 Obfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	162	104	72	47	33
"2015"	"......0010 Obfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	6	5	4	1	2
"2015"	"......0010 Obfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	30	13	20	26	23
"2015"	"......0010 Obfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	24	13	4	2	2
"2015"	"......0011 Ottenbach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	80	65	32	20	16
"2015"	"......0011 Ottenbach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	2	0	1	0	0
"2015"	"......0011 Ottenbach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	11	11	8	7	11
"2015"	"......0011 Ottenbach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	14	8	5	0	1
"2015"	"......0012 Rifferswil"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	36	14	11	9	10
"2015"	"......0012 Rifferswil"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1	0	1	1	1
"2015"	"......0012 Rifferswil"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	1	3	4	6
"2015"	"......0012 Rifferswil"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	7	3	0	1	0
"2015"	"......0013 Stallikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	88	72	55	31	22
"2015"	"......0013 Stallikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	5	1	1	3	1
"2015"	"......0013 Stallikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	6	11	16	14	11
"2015"	"......0013 Stallikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	17	7	4	1	2
"2015"	"......0014 Wettswil am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	182	133	114	62	37
"2015"	"......0014 Wettswil am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	12	3	7	0	2
"2015"	"......0014 Wettswil am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	21	23	28	30	23
"2015"	"......0014 Wettswil am Albis"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	27	21	7	4	2
"2015"	"......0021 Adlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	19	13	10	7	6
"2015"	"......0021 Adlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1	1	0	1	0
"2015"	"......0021 Adlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	3	4	4	4
"2015"	"......0021 Adlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	1	1	0	0
"2015"	"......0022 Benken (ZH)"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	25	16	9	11	9
"2015"	"......0022 Benken (ZH)"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1	0	0	0	0
"2015"	"......0022 Benken (ZH)"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	6	2	5	8	8
"2015"	"......0022 Benken (ZH)"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	6	4	0	0	0
"2015"	"......0023 Berg am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	26	16	7	9	3
"2015"	"......0023 Berg am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1	1	0	1	0
"2015"	"......0023 Berg am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	2	1	5	2
"2015"	"......0023 Berg am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	4	0	0	0	0
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	22	13	10	7	4
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	2	1	0	1	0
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	2	2	3	4
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	4	1	1	0	0
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	51	49	39	29	14
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	2	0	2	1	1
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	5	16	11	10
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	10	7	2	0	0
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	20	10	12	5	1
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1	0	0	0	0
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	1	2	0	1
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0	1	0
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	78	66	79	51	42
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	6	1	2	1	2
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	15	12	27	27	31
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	10	11	13	3	1
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	30	23	22	22	14
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	2	2	2	0
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	6	6	11	11	10
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	3	1	0	0	0
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	36	35	26	19	13
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	2	2	0	0	1
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	7	10	11	11
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	6	0	3	1	0
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	58	65	38	46	14
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1	4	0	6	3
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	9	13	8	19	7
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	13	7	4	3	0
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	53	56	41	37	14
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	4	2	2	1	0
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	7	13	15	10
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	7	6	5	2	0
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	15	18	11	4	1
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	1	0	0
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	2	5	0	0
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	1	0	0	0
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	47	48	37	20	19
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	2	2	0	2	1
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	5	13	11	13
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	13	4	3	0	4
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	51	37	34	27	20
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	2	1	1	1	0
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	7	7	10	12	13
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	8	2	2	1	0
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	57	43	34	25	14
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1	2	3	0	1
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	7	13	12	11
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	9	5	3	0	1
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	38	29	18	22	8
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	3	3	0	3	0
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	8	7	15	8
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	7	3	0	0	0
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	38	31	22	20	8
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	2	3	1	0	0
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	5	5	3	11	6
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	5	2	2	2	0
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	33	27	24	21	19
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	3	2	0	2	0
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	5	3	9	13	15
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	4	4	4	1	0
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	24	23	13	4	6
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0	0	0
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	6	1	1	5
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	4	4	3	0	0
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	41	23	18	5	12
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	3	1	1	0	2
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	3	5	2	8
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	4	1	1	1	0
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	15	7	9	5	2
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1	0	0	0	0
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	1	6	3	2
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	2	0	0	0
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	23	19	14	12	17
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1	1	1	2	0
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	2	4	9	14
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	4	2	1	0
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	5	4	6	4	1
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0	1	0
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	2	0	1	0
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	0	1	0	0
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	11	13	17	12	7
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	0	0	0	1	0
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	5	9	4	6
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	4	1	2	0	0
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	153	106	68	49	25
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	2	3	2	3	1
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	22	20	26	22	19
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	26	14	2	1	1
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	288	235	171	103	68
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	16	7	5	4	4
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	38	42	51	47	44
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	56	29	17	12	4
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	531	428	370	251	142
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	26	20	18	7	9
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	85	91	122	112	93
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	88	61	52	30	6
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	213	204	171	125	71
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	9	9	6	4	4
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	25	44	52	60	43
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	36	46	18	8	6
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	119	96	74	49	39
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	7	4	3	2	3
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	17	16	23	22	25
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	12	11	9	1	0
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	236	190	159	82	53
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	13	4	5	3	1
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	32	32	59	43	38
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	40	30	18	6	2
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	77	34	42	22	11
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	4	2	4	0	3
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	6	4	14	10	6
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	8	5	2	0	0
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	122	93	55	54	21
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	7	4	2	2	1
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	19	14	19	32	14
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	21	14	1	5	2
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	57	43	19	13	8
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	2	0	0	0	0
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	8	7	7	7	5
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	4	6	2	2	0
"2015"	"......0060 Höri"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	64	43	36	34	22
"2015"	"......0060 Höri"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	2	3	3	1	1
