"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Geschlecht, Zivilstand und Altersklasse"

"Jahr"	"Kanton (-) / Bezirk (>>) / Gemeinde (......)"	"Bevölkerungstyp"	"Geschlecht"	"Zivilstand"	"90-94 Jahre"	"95-99 Jahre"	"100 Jahre und mehr"
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	2	0	0
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	0	0
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1	0	0
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	0
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	3	0	0
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	0	0	0
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	0	0	0
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	6	0	0
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	5	0	0
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	13	2	0
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	6	0	0
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	1	0
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	25	5	0
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	11	1	0
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	0	0
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	11	0	0
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	0
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	0	0
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	9	2	0
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	2	0
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	16	1	1
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	9	0	1
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	5	0	0
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	6	2	0
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	1	0
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1	0	0
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0060 Höri"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	5	0	0
"2015"	"......0060 Höri"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......0060 Höri"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0
"2015"	"......0060 Höri"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	0	0
"2015"	"......0061 Hüntwangen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1	0	0
"2015"	"......0061 Hüntwangen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......0061 Hüntwangen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	0
"2015"	"......0061 Hüntwangen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......0062 Kloten"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	30	3	0
"2015"	"......0062 Kloten"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1	1	0
"2015"	"......0062 Kloten"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	14	1	0
"2015"	"......0062 Kloten"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	0	0
"2015"	"......0063 Lufingen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	0	0	0
"2015"	"......0063 Lufingen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
