"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Geschlecht, Zivilstand und Altersklasse"

"Jahr"	"Kanton (-) / Bezirk (>>) / Gemeinde (......)"	"Bevölkerungstyp"	"Geschlecht"	"Zivilstand"	"65-69 Jahre"	"70-74 Jahre"	"75-79 Jahre"	"80-84 Jahre"	"85-89 Jahre"
"2015"	"......0012 Rifferswil"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	0	0	0
"2015"	"......0012 Rifferswil"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	0	1	1	0
"2015"	"......0013 Stallikon"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	99	99	47	33	12
"2015"	"......0013 Stallikon"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	8	5	2	0	0
"2015"	"......0013 Stallikon"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	4	1	3	1
"2015"	"......0013 Stallikon"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	16	13	5	4	2
"2015"	"......0014 Wettswil am Albis"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	128	125	100	69	16
"2015"	"......0014 Wettswil am Albis"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	6	4	1	2	0
"2015"	"......0014 Wettswil am Albis"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	4	8	9	5
"2015"	"......0014 Wettswil am Albis"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	14	14	4	3	0
"2015"	"......0021 Adlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	24	12	8	6	2
"2015"	"......0021 Adlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	2	1	0	0	0
"2015"	"......0021 Adlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	3	3	2	0
"2015"	"......0021 Adlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	0	0	0	0
"2015"	"......0022 Benken (ZH)"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	20	16	7	6	0
"2015"	"......0022 Benken (ZH)"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	2	0	0	0	0
"2015"	"......0022 Benken (ZH)"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	0	0	0
"2015"	"......0022 Benken (ZH)"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	4	3	2	0	0
"2015"	"......0023 Berg am Irchel"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	19	29	11	5	4
"2015"	"......0023 Berg am Irchel"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	5	0	0	0
"2015"	"......0023 Berg am Irchel"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	1	2
"2015"	"......0023 Berg am Irchel"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	4	1	0	0
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	26	22	9	5	1
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	4	4	1	0	0
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	4	1	0	0
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	4	1	1	1	0
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	40	51	33	26	6
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	2	0	0	0	0
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	0	2	4	2
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	8	6	3	1	0
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	19	15	11	3	2
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1	0	0	0	0
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	1	0	0
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	1	0	0	0
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	78	75	52	31	18
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	8	2	1	0	2
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	5	2	10	7	3
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	7	10	7	2	1
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	28	26	15	13	9
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	2	0	1	0	0
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	2	1	1	2
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	3	2	2	0	1
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	36	31	20	16	9
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	3	3	1	0	0
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	1	2	2	5
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	7	4	0	2	0
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	45	61	30	27	14
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	2	2	1	0	1
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	2	4	4	3
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	10	7	1	1	0
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	69	51	37	24	13
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	3	3	1	0	0
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	4	4	2	1
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	6	4	4	2	1
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	18	17	9	7	3
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	1	1	0	0
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	1	1	1	0
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	1	0	0	0
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	45	50	29	16	8
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	2	2	4	0	0
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	1	2	1	1
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	7	5	2	3	0
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	51	53	31	15	19
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	2	3	0	0	1
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	4	0	3	4
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	4	2	6	1	1
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	59	56	20	13	8
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	3	3	1	0	0
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	4	2	0	1
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	10	5	1	1	0
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	39	28	17	6	1
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1	2	0	0	0
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	1	1	1	1
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	5	3	1	0	0
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	40	33	22	19	3
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	2	2	0	1	0
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	0	4	0	2
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	6	7	2	1	0
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	36	33	15	14	4
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	4	1	0	0	0
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	2	4	0	0
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	4	5	2	1	0
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	24	21	10	7	5
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	2	1	0	0	1
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	1	0	0
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	1	1	1	0
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	44	29	23	10	8
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	4	1	0	2	0
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	3	4	3	2
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	3	1	4	2	0
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	13	9	8	5	1
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1	0	0	0	0
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	1	1
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	0	1	1	0
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	33	17	14	4	1
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1	0	0	0	0
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	1	0	0
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	4	5	0	1	0
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	6	5	5	6	2
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0	0	0
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	0	2	0
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	0	1	0	0
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	13	14	5	6	5
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	1	0	0	1
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	2	0	0	0
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0	0	0
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	109	102	79	45	15
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	8	4	1	3	0
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	5	8	6	4
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	14	8	2	2	0
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	277	252	138	91	45
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	21	15	3	3	1
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	11	14	13	18
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	42	21	16	6	2
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	450	389	274	182	86
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	28	15	8	5	2
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	13	27	25	33	23
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	67	39	15	5	3
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	206	172	128	98	43
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	13	9	3	3	0
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	9	9	11	15
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	29	18	17	3	3
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	156	101	54	45	19
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	15	1	3	0	1
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	10	3	12	4
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	8	14	1	1	0
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	215	210	106	73	34
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	6	9	1	3	4
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	12	8	11	11
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	28	19	5	6	0
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	74	46	44	17	10
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	7	1	1	1	0
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	2	7	1	3
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	6	11	2	1	0
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	115	89	61	30	13
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	7	4	2	4	0
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	7	8	7	4	2
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	18	11	7	0	1
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	57	44	26	11	5
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	2	0	1	0	0
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	2	3	0	3
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	8	4	2	0	0
"2015"	"......0060 Höri"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	67	44	37	25	11
"2015"	"......0060 Höri"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	5	1	0	2	0
