"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Geschlecht, Zivilstand und Altersklasse"

"Jahr"	"Kanton (-) / Bezirk (>>) / Gemeinde (......)"	"Bevölkerungstyp"	"Geschlecht"	"Zivilstand"	"Altersklasse - Total"	"20-24 Jahre"	"25-29 Jahre"	"30-34 Jahre"	"35-39 Jahre"
"2015"	"......0011 Ottenbach"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	17	0	0	0	1
"2015"	"......0011 Ottenbach"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	104	0	0	2	0
"2015"	"......0012 Rifferswil"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	498	24	19	24	33
"2015"	"......0012 Rifferswil"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	229	24	18	14	10
"2015"	"......0012 Rifferswil"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	0	0	0	0
"2015"	"......0012 Rifferswil"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	24	0	0	0	1
"2015"	"......0013 Stallikon"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1746	100	88	84	104
"2015"	"......0013 Stallikon"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	753	99	72	51	42
"2015"	"......0013 Stallikon"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	15	0	0	0	0
"2015"	"......0013 Stallikon"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	121	0	0	0	1
"2015"	"......0014 Wettswil am Albis"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	2416	105	110	149	160
"2015"	"......0014 Wettswil am Albis"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1023	104	94	87	50
"2015"	"......0014 Wettswil am Albis"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	37	0	0	0	0
"2015"	"......0014 Wettswil am Albis"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	149	0	0	5	5
"2015"	"......0021 Adlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	322	13	14	23	27
"2015"	"......0021 Adlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	133	13	9	13	9
"2015"	"......0021 Adlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	10	0	0	0	0
"2015"	"......0021 Adlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	20	0	0	1	2
"2015"	"......0022 Benken (ZH)"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	437	25	22	28	22
"2015"	"......0022 Benken (ZH)"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	202	25	14	21	10
"2015"	"......0022 Benken (ZH)"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	0	0	0	0
"2015"	"......0022 Benken (ZH)"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	37	0	0	0	2
"2015"	"......0023 Berg am Irchel"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	291	14	17	11	14
"2015"	"......0023 Berg am Irchel"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	113	14	16	5	7
"2015"	"......0023 Berg am Irchel"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	5	0	0	0	0
"2015"	"......0023 Berg am Irchel"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	26	0	0	0	1
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	472	32	26	34	31
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	220	31	24	15	13
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	6	0	0	0	0
"2015"	"......0024 Buch am Irchel"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	29	0	0	2	0
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1004	61	40	51	54
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	448	61	37	28	21
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	14	0	0	0	0
"2015"	"......0025 Dachsen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	61	0	0	1	2
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	312	16	17	14	15
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	127	16	13	5	6
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	0	0	0	0
"2015"	"......0026 Dorf"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	13	0	0	1	1
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1779	96	103	133	163
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	801	92	84	65	65
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	37	0	0	0	1
"2015"	"......0027 Feuerthalen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	130	0	0	0	5
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	690	39	43	47	38
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	299	38	33	26	15
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	16	0	1	0	0
"2015"	"......0028 Flaach"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	47	0	1	1	0
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	729	43	35	45	42
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	344	42	33	30	20
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	17	0	0	0	0
"2015"	"......0029 Flurlingen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	48	0	0	1	2
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1065	56	64	64	86
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	480	52	47	43	29
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	18	0	0	0	0
"2015"	"......0030 Andelfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	69	0	0	2	4
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1073	45	51	48	67
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	454	45	45	23	14
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	15	0	0	0	0
"2015"	"......0031 Henggart"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	64	0	0	0	2
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	250	13	11	10	6
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	112	13	11	5	2
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	0	0	0	0
"2015"	"......0032 Humlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	5	0	0	1	0
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1036	52	48	58	68
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	442	49	39	28	22
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	9	0	0	0	0
"2015"	"......0033 Kleinandelfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	79	0	0	1	6
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	817	33	32	27	43
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	336	33	29	18	20
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	17	0	0	0	0
"2015"	"......0034 Laufen-Uhwiesen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	51	0	0	0	1
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	972	69	57	65	61
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	429	68	46	38	23
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	10	0	0	0	0
"2015"	"......0035 Marthalen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	75	0	0	2	4
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	586	42	31	41	24
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	264	42	27	22	9
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	9	0	0	0	0
"2015"	"......0036 Oberstammheim"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	41	0	0	1	1
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	726	37	35	26	36
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	326	35	28	14	11
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	12	0	0	0	0
"2015"	"......0037 Ossingen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	57	0	0	0	2
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	654	44	31	23	36
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	283	44	29	14	11
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	7	0	0	0	0
"2015"	"......0038 Rheinau"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	52	0	0	0	2
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	467	25	18	26	20
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	232	24	16	21	6
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	0	0	0	0
"2015"	"......0039 Thalheim an der Thur"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	34	0	0	0	0
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	533	24	27	39	31
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	230	24	22	23	13
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	18	0	0	0	1
"2015"	"......0040 Trüllikon"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	32	0	1	0	2
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	227	17	8	5	13
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	98	17	5	2	4
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	0	0	0	0
"2015"	"......0041 Truttikon"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	13	0	0	0	0
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	464	35	32	20	27
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	223	35	28	13	6
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	0	0	0
"2015"	"......0042 Unterstammheim"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	35	0	0	0	0
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	175	15	4	10	11
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	83	14	3	6	2
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	0	0	0	0
"2015"	"......0043 Volken"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	6	0	0	0	0
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	336	22	22	16	17
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	145	22	17	7	6
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	6	0	0	0	0
"2015"	"......0044 Waltalingen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	17	0	0	0	2
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	2010	103	97	133	141
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	888	99	75	72	55
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	36	0	0	0	0
"2015"	"......0051 Bachenbülach"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	140	0	0	2	4
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	5815	306	364	426	471
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	2659	294	289	241	170
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	81	0	0	0	0
"2015"	"......0052 Bassersdorf"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	407	0	1	10	23
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	9574	631	803	796	778
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	4534	595	633	438	245
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	157	0	0	1	0
"2015"	"......0053 Bülach"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	613	2	2	15	40
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	3754	181	243	284	287
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1687	177	184	161	117
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	58	0	0	0	0
"2015"	"......0054 Dietlikon"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	268	0	2	5	13
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	2544	136	129	173	190
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1105	132	96	76	59
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	41	0	0	0	0
"2015"	"......0055 Eglisau"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	151	0	0	5	5
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	4635	308	303	306	341
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	2129	296	234	161	120
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	69	0	0	0	0
"2015"	"......0056 Embrach"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	319	0	3	3	21
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1174	56	62	54	71
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	487	56	50	34	20
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	19	0	0	0	0
"2015"	"......0057 Freienstein-Teufen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	84	0	2	0	6
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	2488	140	161	168	196
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1147	131	126	92	73
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	34	0	0	0	0
"2015"	"......0058 Glattfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	171	0	3	7	6
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	983	57	45	60	61
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	430	55	35	34	20
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	13	0	0	0	0
"2015"	"......0059 Hochfelden"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	52	0	1	0	4
"2015"	"......0060 Höri"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1371	93	85	82	98
